ext_ratio,dT
9.01202002491102,6.06243806626583
0.042132808978624,0.126856817977796
15.1567938113305,8.34828603834285
14.9818006970115,8.24968317011457
0.056785555759013,0.157066209098616
4.21727929230394,3.54836910979333
6.45031827974954,5.66435068528301
5.9775326269574,4.56991724030507
1.57203117255623,1.60436509754163
0.491311641526974,0.734041705977802
7.69133521048564,5.0448947256985
13.3445293996233,7.38884634558315
0.201084804061378,0.370569516469345
2.99879710180393,2.68352765078964
0.033435104296102,0.165928678350838
13.6214303309662,7.48167861686568
0.697313652723946,0.91983216817016
0.560418457177087,0.773959688317063
0.797837641764858,1.02233877840996
0.36485403734423,0.591202192872515
1.50211289302622,1.8176554182387
3.80039470725774,3.71315923839683
2.55100944149561,2.71202467355943
9.45602153520606,6.10247709879167
7.94271268226985,5.11813774221361
0.570674363580853,0.781216342470486
0.462973512774138,0.711728916804134
14.5794543374381,8.00930413312631
4.86585398519991,3.83785293816834
2.6613391479228,2.70493564694203
14.942165871119,8.21573929015864
8.89660340841906,5.50152563068207
12.8267305544765,7.02768759693453
11.9518970657389,6.57653943158408
5.8115496680299,5.20442175616938
9.87373260609153,6.17358212061521
8.75109075107412,5.61401561301221
5.03201032659426,3.96314479791084
1.02614111081933,1.4310561854586
4.32111113109968,3.80642603249981
13.7652007026427,7.65785445309331
2.38905787429281,2.85162630637944
13.9195680291119,7.74014615934181
5.21584045196289,4.23803795130891
13.4637938899874,7.33773042257803
8.10754096135328,5.38008707910461
2.86218653393441,2.56300600312022
1.56245034467076,1.74807433792256
0.788928333184574,0.990928112417464
3.59485737254856,4.47862735446552
4.83119353258657,4.11237892464914
14.8782461591971,8.29701082934514
5.96649919325972,4.58396941365112
5.66303312771378,4.51298075534584
5.77767400827889,4.60019983084447
6.51765341858509,5.1760242263714
0.762064833175588,1.00092090366246
7.60229578229024,5.51098485455418
3.50350587810881,3.12421260341148
10.3022982317832,5.89136848001021
5.21418891908966,4.10848590796604
0.032125242373532,0.109484375979491
11.4701902756651,6.52064166406967
14.3132928369052,7.90185305988166
9.12122500444781,5.76615467318442
5.94528882012991,4.56595312312834
2.14770114379003,3.07906723826909
0.034495496945983,0.160111841645573
7.33600589742099,4.89890267873261
15.3595598397391,8.41508114948311
8.72390797418953,8.51660453426803
4.23689635263378,5.71837032113564
0.450304169167695,0.6998064484834
0.382311155137427,0.606873519799819
14.8987595927069,8.19441051873491
2.94409020103593,2.79305427575656
0.084279796526661,0.225216908129482
0.013414090428932,0.067154410264777
7.16598554090543,5.38048832020212
1.16880765804141,1.38866079475321
9.48881509537524,5.78587906202137
1.03083875141185,1.38344587016888
1.76604715844536,2.07090784228563
0.397925957037075,0.651193950052914
9.50809749570147,5.66434094778157
3.35504726792174,3.15455802209129
