ext_ratio,Temp
9.01202002491102,279.212438066266
0.042132808978624,273.276856817978
15.1567938113305,281.498286038343
14.9818006970115,281.399683170115
0.056785555759013,273.307066209099
4.21727929230394,276.698369109793
6.45031827974954,278.814350685283
5.9775326269574,277.719917240305
1.57203117255623,274.754365097542
0.491311641526974,273.884041705978
7.69133521048564,278.194894725698
13.3445293996233,280.538846345583
0.201084804061378,273.520569516469
2.99879710180393,275.83352765079
0.033435104296102,273.315928678351
13.6214303309662,280.631678616866
0.697313652723946,274.06983216817
0.560418457177087,273.923959688317
0.797837641764858,274.17233877841
0.36485403734423,273.741202192872
1.50211289302622,274.967655418239
3.80039470725774,276.863159238397
2.55100944149561,275.862024673559
9.45602153520606,279.252477098792
7.94271268226985,278.268137742214
0.570674363580853,273.93121634247
0.462973512774138,273.861728916804
14.5794543374381,281.159304133126
4.86585398519991,276.987852938168
2.6613391479228,275.854935646942
14.942165871119,281.365739290159
8.89660340841906,278.651525630682
12.8267305544765,280.177687596934
11.9518970657389,279.726539431584
5.8115496680299,278.354421756169
9.87373260609153,279.323582120615
8.75109075107412,278.764015613012
5.03201032659426,277.113144797911
1.02614111081933,274.581056185459
4.32111113109968,276.9564260325
13.7652007026427,280.807854453093
2.38905787429281,276.001626306379
13.9195680291119,280.890146159342
5.21584045196289,277.388037951309
13.4637938899874,280.487730422578
8.10754096135328,278.530087079105
2.86218653393441,275.71300600312
1.56245034467076,274.898074337923
0.788928333184574,274.140928112417
3.59485737254856,277.628627354465
4.83119353258657,277.262378924649
14.8782461591971,281.447010829345
5.96649919325972,277.733969413651
5.66303312771378,277.662980755346
5.77767400827889,277.750199830844
6.51765341858509,278.326024226371
0.762064833175588,274.150920903662
7.60229578229024,278.660984854554
3.50350587810881,276.274212603411
10.3022982317832,279.04136848001
5.21418891908966,277.258485907966
0.032125242373532,273.259484375979
11.4701902756651,279.67064166407
14.3132928369052,281.051853059882
9.12122500444781,278.916154673184
5.94528882012991,277.715953123128
2.14770114379003,276.229067238269
0.034495496945983,273.310111841646
7.33600589742099,278.048902678733
15.3595598397391,281.565081149483
8.72390797418953,281.666604534268
4.23689635263378,278.868370321136
0.450304169167695,273.849806448483
0.382311155137427,273.7568735198
14.8987595927069,281.344410518735
2.94409020103593,275.943054275757
0.084279796526661,273.375216908129
0.013414090428932,273.217154410265
7.16598554090543,278.530488320202
1.16880765804141,274.538660794753
9.48881509537524,278.935879062021
1.03083875141185,274.533445870169
1.76604715844536,275.220907842286
0.397925957037075,273.801193950053
9.50809749570147,278.814340947782
3.35504726792174,276.304558022091
10.845121373824,280.319582879312
3.88681572973825,276.559886464914
5.83098677782827,277.306383350437
9.45227928093707,279.060032124373
3.73871018105945,276.787399100929
4.38528531950045,276.80198675386
10.8426598642023,279.613699809711
6.76175230502989,278.051964041657
